text,review_sentiment
"Horrivel
Recebi um produto diferente do qual eu pedi",NEGATIVE
"normal
Comprei um controle remoto e passados quase trinta dias ainda não o recebi.",NEGATIVE
"Veio tudo certinho
Ouve uma demora para a emissão da nota fiscal, fora isso veio tudo certo.",NEUTRAL
"normal
Adorei entrega rápida e mercadoria certa.",NEUTRAL
"normal
O produto chegou antes do prazo.",NEUTRAL
"normal
Entregue bem antes do prazo.. Super recomendo!!!",POSITIVE
"SUPER RECOMENDO
PRODUTO ENTREGUE CERTINHO, ANTES DO PRAZO,... ADOREI !!!",POSITIVE
"normal
vocês estão de parabens!!!",NEUTRAL
"Veio certo
normal",NEUTRAL
"normal
Comprei num dia recebi no outro
",NEUTRAL
"Otimo
Prazo da entrega bem rápido ",POSITIVE
"normal
Recebi o produto muitooo rápido e estou satisfeita .",NEUTRAL
"normal
Recebi somente a chaleira, faltou a lixeira",NEUTRAL
"normal
Obrigado...",NEUTRAL
"SUPER RECOMENDO
Ótimo produto, entregue bem antes do prazo, muito satisfeita com esse vendedor e com o produto.",POSITIVE
"normal
Gostei muito o produto veio correto, chegou no prazo só poderia ter enviado para uma unidade dos correios mais perto.",NEUTRAL
"normal
Chegou a nota fiscal, o bebê conforto e a base .. falta meu carrinho",NEUTRAL
"normal
Não recebi todo os produto?",NEUTRAL
"normal
adorei muito ",NEUTRAL
"TAvaliação da entrega Car
Adquiri 4 cartuchos 41 Canon e recebi somente 2 até o momento.",NEGATIVE
"super recomendado
otimo 
",POSITIVE
"normal
Infelizmente ainda não recebi meu produto!
Não posso nem avaliar !
As lojas Américas tem que selecionar melhor seus parceiros! ",NEGATIVE
"normal
Ótimo vendedor e excelente entrega.
o produto que adquiri é de boa qualidade melhor do que pesei ser.",POSITIVE
"normal
Recebi o produto e estou super satisfeita com a compra.",POSITIVE
"normal
Ontem, dia 04/Abril, recebi apenas 01 cuba das 04 unidades compradas. Ainda falta receber mais 03. Espero que tenha sido um erro não ter recebido o pedido integralmente numa única entrega.",NEGATIVE
"normal
O produto é ótimo 
A entrega foi antes do prazo 
Estou muito satisfeita.",NEUTRAL
"Produto com sabor trocado
Não foi o sabor que fiz o pedido 
Fiz pedido de sabor CHOCOLATE
E veio sabor BAUNILHA
Fiquei muito chateado não conferi o sabor antes de abrir pensei que pudesse confiar em vcs.
",NEGATIVE
"normal
Chegou antes do prazo. O piso é muito prático e de fácil montagem.",NEUTRAL
"normal
Entregaram um produto totalmente diferente do que eu comprei.
Me entregaram uma antena de 15 DBI, não foi o que eu comprei.",NEUTRAL
"super recomendo
sempre o melhor atendimento e prazo de entrega",POSITIVE
"normal
Produto chegou corretamente antes do prazo",NEUTRAL
"recomendo
demorou um pouco demais a entrega, já estava apreensiva pq o prazo estava esgotando, no mais adorei o produto",NEUTRAL
"normal
Sempre comprei tonner pela Kalunga, a primeira vez que pedi por essa loja, o tonner estourou na minha impressora! Quero meu dinheiro de volta ou outro produto em bom estado.",NEGATIVE
"Excelente
Execelente",POSITIVE
"normal
Ótimo produtos.",NEUTRAL
"normal
Nao poderei avaliar a empresa como recomendada ou nao pois ainda nao recebi o produto",NEUTRAL
"SATISFEITO
normal",POSITIVE
"Muito bom
Muito bom o vendedor",POSITIVE
"otimo
trabalho bem prestado",POSITIVE
"Excelente
Parabens essa ja é a quarta compra que faco e estou muito satisfeito ",POSITIVE
"RECOMENDO 
A ENTREGA FOI RAPIDA MUITO BOM",POSITIVE
"normal
Otimo produto, entregue antes do prazo. Muito Bom",POSITIVE
"normal
Sempre comprei no baratheon eu recomendo! ",POSITIVE
"so o ouro
tudo certo",NEUTRAL
"normal
Ainda não recebi
",NEUTRAL
"normal
Produto muito fraco",NEGATIVE
"normal
Excelente atendimento e entrega rápida!!!",POSITIVE
"normal
O produto veio apenas com alguns arranhados.",NEUTRAL
"normal
Eu recomendo esse produto",NEUTRAL
"normal
Comprei essa boneca para minha filha de aniversario , ela amou ...Realmente essa boneca é linda e a entrega foi super rápida !!! Eu recomendo o produto e a loja , estão de parabéns !!!",POSITIVE
"normal
Nao recebi o produto e o lojista nao se preocupa em dar a minima satisfaçao ao cliente.",NEGATIVE
"SUPER RECOMENDADO 
Gosto muito da loja e de consumir os produtos, porem só não gosto de trabalhar com os correios para entregar as minhas encomendas....",POSITIVE
"normal
Produto entregue antes da data e tudo certinho",NEUTRAL
"Recomendo! 
Linda boneca, minha filha gostou muito! ",POSITIVE
"normal
O produto chegou com defeito,não esta ligando",NEGATIVE
"normal
Produto muito bom e de acordo com a figura mostrada.Entrega muito antes da programada.
Gostei de comprar na lannister.",NEUTRAL
"normal
Produto um pouco fraco, mas atende",NEUTRAL
"Nita 10
Eu recome6 este site",POSITIVE
"Nota 9
Adorei o produto, como na imagem.",POSITIVE
"normal
Acho muito bom esse tipo de serviço facilita muito a vida das pessoas, mais tem ter mais agilidade na entrega.",NEUTRAL
"normal



De todo o pedido feito no site, este foi o que mais demorou para entregar!!!",NEUTRAL
"normal
Totalmente frustada",NEGATIVE
"normal
A caixa chegou bem embalada , mas as 02 pranchas de madeira em MDF estavam imundas de sujas e todas as 2 lascadas na pontas. Achei que tivesse comprado uma prateleira com sup. inv. mas não era.",NEGATIVE
"normal
Chegou com a caixa machucada .
Ao abrir , o produto avariado .
Tentaram maquiar o vidro quebrado que estava por baixo , mas eu vi .
Pior compra que já fiz , vergonhoso .",NEGATIVE
"normal
Produto chegou muito rápido.adorei",NEUTRAL
"normal
Recomendo ótimo!!",NEUTRAL
"normal
vale o preço é fofinha e a M até achei grandinha.
o meu Dog adorou.",NEUTRAL
"normal
Adorei! Pequeno, fácil de usar, não arranha apela e limpa a pele.. recomendo",POSITIVE
"otimo
de 1 a 10e10",NEGATIVE
"normal
TODOS DEVIAM COMPRAR AQUI NO baratheon,AMEI....PARABÉNS!",NEUTRAL
"normal
AINDA NÃO RECEBÍ O PRODUTO !!!",NEGATIVE
"normal
Transmissão top aguenta bastante tempo ",POSITIVE
"normal
NORMAL",NEUTRAL
"normal
Obg por entregarem antes da data . Foi perfeito, chegou na véspera do dia das crianças. 
Sensacional!!!
Parabéns ",POSITIVE
"normal
Boa loja e o produto é de boa qualidade, mas tive problemas com a entrega (Correios), o carteiro fez apenas uma tentativa de entrega e enviou o produto para uma agência, onde tive que ir retirar",NEUTRAL
"ótimo produto 
fornecedor correto e produto excelente ",POSITIVE
"Recomendo!
Chegou antes do previsto!",POSITIVE
"normal
Meu gatinho adorou, pode ser cama ou toca, é macia e bonita! ",POSITIVE
"normal
Deveriam não ser tão demorado na entrega do produto e deveriam colocar numa caixinha mais bonitinha por ser folhado a ouro, valorizava mais o produto de vcs, mas não indicaria não.",NEUTRAL
"normal
Ótimo produto. Ótima qualidade! Produto entregue muito antes do prazo.",NEUTRAL
"normal
Não foi especificado que ,que produto era a pilhas ",NEUTRAL
"normal
chegou antes do prazo ",NEUTRAL
"normal
Chegou antes do esperado, produto é lindo e perfeito.",NEUTRAL
"normal
Precisa melhorar a embalagem.",NEUTRAL
"normal
É uma loja excelente, entrega antes do prazo e a mercadoria chega do jeito qui você pediu ,amei",NEUTRAL
"Ótimo!!!
Gostei muito do produto!!! Excelente.",POSITIVE
"normal
Entrega realizada no prazo, produto de acordo com as especificações. ",NEUTRAL
"normal
Produto de boa qualidade, gostei bastante, tanto do tamanho, e tbm do material.
Entrega antes do prazo",NEUTRAL
"normal
Tudo ok, 100 %.",NEUTRAL
"normal
Ate o momento nao chegou meu produto... informado pela lannister que estava como entregue. Aguardando uma posicao a respeito !",NEGATIVE
"normal
Muito bom, entregue no prazo ",NEUTRAL
"normal
fiz uma ótima compra e entrega antes do prazo, só a capa que não me informou os passos da entrega pra acompanhar.",NEUTRAL
"normal
Chegou antes do dia esperado. Muito bom.",POSITIVE
"Avaliação de compra
Excelente produto, e entrega super rápida! ",POSITIVE
"normal
como posso avaliar o produto? só posso avaliar o tempo de entrega que por sinal está atrasado.",NEUTRAL
"normal
Gostei muito, pois entregaram antes do prazo.E o produto de ótima qualidade.",NEUTRAL
"normal
O produto chegou antes do prazo, muito bem embalado. Igual ao que mostrava na foto. Excelente!!!!",POSITIVE
"normal
Muito satisfeito estão de parabens,super recomendo",POSITIVE
"normal
Excelente entrega super rápida! ",POSITIVE
"normal
Achei que a qualidade fosse melhor.",NEUTRAL
"normal
Entrega dentro do prazo, até antes. Preços bons, e loja confiável! Além do produto ser real ao da foto da venda.",POSITIVE
"normal
Veio tudo certinho como no anuncio relogio muito bonito",POSITIVE
"normal
o controle funciona bem",NEUTRAL
"Nota 10
Tudo dentro do combinado ",POSITIVE
"normal
Lindo relógio! Um clássico!",POSITIVE
"Produto avariado
Recebi o produto dentro do prazo. Contudo estava quebrado em duas partes.

Preferi colar com superbonder ao invés de devolver e esperar o novo.",NEGATIVE
"Eficiência
Entrega rápida e produto de qualidade!!!",POSITIVE
"normal
Este Bule apresenta um material simples Mas dá para usar e fazer um café gostoso... ",NEUTRAL
"normal
Muito ruim a entrega do correios... No site constava 3 tentativas de entrega e os correios não deixarem nenhum aviso de entrega em minha caixa de correio...",NEGATIVE
"normal
A entrega ocorreu conforme esperado. ",NEUTRAL
"normal
Amei era do jeito que esperava,chegou antes do prazo ",NEUTRAL
"Otima
Produto muito bom eu compraria de nova e também recomendaria outra pessoas muito obrigado ",POSITIVE
"normal
Não recebi o produto que comprei. Comprei um gravador espiao Rc609 e não me entregaram o produto certo. Recebi um gravador de voz digital S006 novacom. Gostaria de deixar a minha reclamação. ",NEGATIVE
"normal
NAO QUERO FICAR COM O PRODUTO, QUERO DEVOLVER, NAO ABRIR . ACHEI QUE ERA PANELAS GRANDE MAIS E PEQUENA PARECEM DE BRINQUEDO PELO TAMANHO DA CAIXA.
PRECISO ENVIAR PELO CORREIO, MIM PASSA OS PASSO ",NEGATIVE
"normal
O carteiro nao entregou o produto informando que não havia ninguém na residência para recebê lo, o que não é verdade. Tive que ir retirar o produto pessoalmente e ainda fui mal atendido no correio.",NEGATIVE
"normal
Entrega em 2 dias, produto c boa qualidade (otimo custo beneficio)",POSITIVE
"normal
Ótimo vendedor. O produto chegou no prazo e carinhosamente embalado! S",NEGATIVE
"normal
Empresa cumpriu o prometido e isso e o suficiente para estabelecer uma relação de confiança.",NEUTRAL
"normal
Amo a loja americana eles sabem fazer o cliente se sentir respeitado super recomendo ",POSITIVE
"normal
Olá. A entrega chegou rápido, em três dias. Produto muito bom.",POSITIVE
"normal
Nunca + targaryen e stark Descaso total Essa é a 3ª reclamação q faço Como comprei com o parceiro qdo ligo na stark n consigo falar com nenhum atendente e n existe retorno da targaryen ou seja...",NEGATIVE
"normal
o produto veio levemente avariado, provavelmente por pressão na embalagem durante a remessa.
Mas está funcionando normalmente.",NEUTRAL
"Produto entregue rapidame
Produto entregue rapidamente, o produto corresponde com a imagem ilustrativa, tanto no modelo quanto cor.",POSITIVE
"normal
recebi o produto. porem quando fui carregar a bateria inflou e soltou fora a tampa de tras. resumindo. nem usei o produto e ja deu problema.",NEGATIVE
"pefeito
semdetahes",NEGATIVE
"Produto quebrado
Produto quebrado",NEGATIVE
"normal
Chegou no tempo previsto.",NEUTRAL
"Recomendo
Recebi o produto muito antes do prazo. Embalado com cuidado. Agora só falta testar.",POSITIVE
"Ótimo 
Ótimo produto excelente site ",POSITIVE
"normal
muito bom comprar na stark",NEUTRAL
"normal
lindo caldeirão",NEUTRAL
"normal
Só foi entregue um dos produtos",NEUTRAL
"normal
Ol",NEUTRAL
"Produto erredo
Recebi o produto erredo",NEGATIVE
"normal
enrolaram para entregar",NEUTRAL
"excelente
ndr",POSITIVE
"normal
Mochila bonita, forte, com bastante espaço..recomendo..",NEUTRAL
"Entrega perfeita.
Muito boa a rapidez na entrega, recomendo!",POSITIVE
"Positiva
Ótimo produto, exatamente o que esperava, após regular a altura na primeira utilização parecia que era o meu travesseiro de sempre. Muito bom o produto. Super recomendo.",POSITIVE
"normal
Não recebi o meu produto e nem fui avisada da falta do item na loja.Quando entrei em contato,quase 1 mês depois,é que fiquei sabendo que o produto não seria entregue pois não havia mais em estoque. ",NEGATIVE
"normal
Estou sem saber o que aconteceu nem mesmo quando será entregue o produto.",NEUTRAL
"normal
Produto entregue dentro do prazo",NEUTRAL
"normal
Chegou muito rápido",NEUTRAL
"normal
Não recebi meu pedido! ",NEGATIVE
"normal
Serviço muito bom",NEUTRAL
"normal
Não gostei porque a empresa enviou um envelope vazio.",NEUTRAL
"normal
Excelente eficácia na venda. O produto chegou em segurança, bem protegido e muito antes do prazo de entrega.",POSITIVE
"normal
Satisfeito com o produto.
Muito bom",POSITIVE
"normal
gostei do preço, e um produto com selo do Inmetro pra criança 1 á 4 anos. ",NEUTRAL
"Excelente
Site 100% confiável produto chegou dentro do prazo... Recomendo sem medo!",POSITIVE
"normal
O magnésio Dimalato Nutri Gold é muito agradável de tomar pois é mastigável e possui sabor delicioso. Com apenas duas cápsulas diárias atende 100% da necessidade.",POSITIVE
"normal
satisfeita com a compra",NEUTRAL
"normal
Frustado com esta compra fiz compra pensando q a máquina era whals e chegou uma qirui d péssima qualidade chegou já sem funcionar motor sem potência n corta nada n indico está máquina pra ninguém ",NEGATIVE
"Relogio casio 
O produro chegou dentro do prazo, é bem leve e a caixinha é de papelão! Não veio com o certificado de garantia, somente manual. O tamanho é bom e a cor é dourado claro, nada muito chamativo!",NEGATIVE
"normal
Recebi o produto correto e antes do prazo,
Fiquei muito satisfeita com a compra e recomendo.

Att

Silzete ",NEUTRAL
"normal
Excelente vendedor, o produto chegou antes do prazo esperado.",NEUTRAL
"normal
RECEBI MUITO ANTES DO PREVISTO",NEUTRAL
"normal
Os produtos chegaram certinho no prazo estou muito satisfeita muito obrigado vcs estão de parabéns",NEUTRAL
"Ótima compra!
Foi uma ótima compra! Chegou antes mesmo do prazo e o produto é igual o que estava no anúncio. Correspondeu as expectativas!",NEGATIVE
"normal
Comprei dois protetores de um modelo em uma mesma compra. Recebi modelos diferentes e em dias diferente e,diferente do modelo mostrado no site e ainda com nota fiscal de outro produto. Além do atraso ",NEUTRAL
"normal
O produto veio certinho e antes do prazo ",NEUTRAL
"normal
Ainda ñ recebi a TV e o aspirador de pó.",NEUTRAL
"normal
Ótimo !
Obrigado stark, loja recomendadíssima.
",POSITIVE
"normal
Produto entregue antes do prazo, muito linda a cortina, minha filha adorou. ",NEUTRAL
"normal
Loja totalmente confiável... ",NEUTRAL
"normal
ÓTIMO PRODUTO",NEUTRAL
"normal
melhor do que o esperado",NEUTRAL
"normal
recebi o produto correto no prazo correto, eu recomendo mesmo estão todos de parabéns...",NEUTRAL
"normal
Não recebi meu produto ainda, pois o mesmo se encontra no correio ainda.",NEUTRAL
"normal
A fabricação é feita em minha cidade, por isso a entrega foi extremamente rápida, produtos vieram conforme comprado. Tudo ok.",NEUTRAL
"normal
Antes do prazo. Ainda não utilizamos, porém aparentemente se encontra em bom estado.",NEUTRAL
"normal
Produto consta como entregue aos correios do RJ desde o dia 20/03 e ainda não saiu para entrega.",NEUTRAL
"normal
EMPRESA RESPONSAVEL E PREOCUPADA COM SEUS CLIENTES SUPER RECOMENDO.",POSITIVE
"super recomendo
entrega dentro do prazo, muito bem embalada e protegida.",POSITIVE
"normal
Boa tarde vocês falaram que ia entregar no dia 10/01/2018 e até agora não chegou na minha casa",NEUTRAL
"normal
O produto e bom.. ",NEUTRAL
"normal
Péssima estou aguardando a mercadoria até hoje já paga pelo cartão ",NEGATIVE
"normal
Arrasou",NEUTRAL
"Produto Avariado!
Produto veio avariado/quebrado, nao me deram bola, pois nao reclamei em 7 dias...",NEGATIVE
"normal
Muito bom produto recomendo ",POSITIVE
"Super indico
Ótimo atendimento, entrega antes do prazo, produtos maravilhosos!!!",POSITIVE
"Repeti a compra
Comprei um organizador de porta malas para teste. Gostei muito do produto. Muito prático, dobrável e ajusta perfeitamente ao carrinho de transporte. Chegou antes do prazo.",POSITIVE
"normal
Comprei um Playstation 2 em 2018! Sinceramente não acreditava que receberia o aparelho novo, mas para minha surpresa é zero! A unica coisa que não gostei foi o controle que veio, não é original.",NEGATIVE
"normal
Atendeu as minhas espectativas",NEUTRAL
"Muito bom
Estou satisfeito.",POSITIVE
"normal
Comprei um produto como original da Samsung e ao receber, imediatamente pela caixa percebi que se tratava de um produto não original. A qualidade é ruim, alcance fraco, som baixo, ""falas"" em Chinês.",NEGATIVE
"normal
Muita demora para a entrega do produto",NEUTRAL
"Otimo
Muito bom ! ",POSITIVE
"normal
Produto ótimo, entrega melhor ainda, recomendo.",NEUTRAL
"8
Gostei do produto, tive dificuldade para montar, pois não conseguia rosquear ele porque estava com um amassadinho no furo, mais dei um jeito e ficou muito bom. ",POSITIVE
"normal
Recebido antes do prazo indicado, sensacional.",NEUTRAL
"normal
Puffs chegaram antes do prazo, tudo certinho!!",NEUTRAL
"Ok
Ok",NEUTRAL
"normal
nao recomendo pq nem se quer me perguntaram a cor dos ursinhos na hora da comprar cliquei no rosa e veio azul .e agora dinheiro posto fora pois estou gravida de menina",NEGATIVE
"normal
O produto chegou até antes do prazo estipulado pelo vendedor. ",NEUTRAL
"normal
Recebi apenas metade dos produtos e não consigo contato com vocês!!!",NEGATIVE
"normal
Respeito com cliente.
Entrga no prazo!",NEUTRAL
"normal
Boa empresa entregou antes doi prazo. Produto em perfeito estado.",NEUTRAL
"Super recomento
O produto foi entregue no prazo.",POSITIVE
"normal
Comprei duas colchas só chegou uma. ",NEUTRAL
"normal
Ola. Ontem recebi meu Revoflex quebrado e faltando pedaços. Quero saber como troca-lo. ",NEUTRAL
"normal
Usei dois dias e tá dando curto",NEUTRAL
"normal
comprei o modulo roadstar e madaro outro de outra marca sw2400 digisound
",NEUTRAL
"normal
Excelente produto porém é cobrado o frete e não é entregue em casa tem que ser retirado no correio não achei justo nesta parte",NEUTRAL
"Produto muito bom nota 8
Minha opinião é que posso recomendar sem medo de errar agradeço pela entrega até antes do prazo com uma semana de antecedência
",POSITIVE
"Perfeito
O produto é idêntico há descrição",POSITIVE
"normal
Sou cliente e essa é a primeira vez que houve problemas, até o momento não recebi a mercadoria.
Aguardo retorno urgente!!",NEUTRAL
"normal
Muito bem chegou no prazo e funcionou muito bem recomendo",POSITIVE
"normal
Gostei do atendimento e também da rapidez da entrega,tambem gostei das mercadorias.muito obrigada",NEUTRAL
"Nota fiscal não enviada
O produto foi entregue. Porém não veio a nota fiscal. Como faço para ter recebê-la?",NEGATIVE
"recomendaria sim muito.
normal",NEUTRAL
"normal
Esse parceiro e muito lerdo se eu não fisesse reclamação td dia o produto não tinha chegado a tempo para o dia das crianças ",NEGATIVE
"normal
Muito obrigada ",NEUTRAL
"normal
A Pelicula veio trincada",NEUTRAL
"Entrega muito rapida
Produto muito bom.",POSITIVE
"normal
Péssimo ",NEGATIVE
"normal
minha filha que comprou e gostou",NEUTRAL
"Excelente 
Recomendo a todos",POSITIVE
"normal
Baixar o valor do frete, tem sido um pouco caro",NEUTRAL
"Custo x Benefício Otimo
Cadeira fácil de montar, confortável. A entrega é um pouco demorada, mas mesmo assim chegou antes do prazo.",POSITIVE
"normal
Compro sempre super recomendo entrega rápida e produtos de ótima qualidade!!",POSITIVE
"normal
gente eu fiz o pedido de 3 bebedouro e so foi entregue um, tem outras entregue?",NEGATIVE
"normal
Recomendaria pois é super bom e os produtos chega antes da data prevista ja fiz várias compras e todas deu tudo certo",POSITIVE
"A tinta na cor azul veio 
Apesar da tinta na cor azul ter vindo vazando, perdeu só um pouco de tinta, no geral gostei da compra, recomendo, mais toma mais cuidado no controle de qualidade dos produtos.
Obrigado.
",NEUTRAL
"normal
MUITO COMPLICADO O CONTATO COM A lannister, NÃO TEMOS ACESSO, CAIMOS SEMPRE NO MESMO LUGAR, LAMENTÁVEL. QUERIA TROCAR O PRODUTO E NÃO CONSEGUI. UM CAOS. NUNCA MAIS",NEGATIVE
"normal
Produto original,é um ótimo atendimento.",NEUTRAL
"normal
Os correios tá uma bosta mesmo. O vendedor não deve ter culpa.",NEUTRAL
"normal
Por ser um produto bem mais caro que as outras películas não podia ter detalhes como o aproveitamento da película na tela que não é total. Claro que a tela é curva na lateral. Mas sobrou espaço.",NEUTRAL
"normal
O produto demorou um pouco para chegar. Não sei direito como funciona a logística da entrega. Mas agora está tudo bem.",NEUTRAL
"normal
n sei oq esta acontecendo, se a culpa é dos correios ou n ja passou do prazo de entrega e nd ainda ja esta a 11 dias parado so em um lugar ate a data de hj 26/03/2018 n sei oq fazer",NEGATIVE
"normal
ATE MOMENTO NÃO RECEBI O PRODUTO
AGUARDO RETORNO FORNECEDOR.",NEGATIVE
"normal
Produto entregue antes do prazo. 
",NEUTRAL
"normal
Entrega rápido, super recomendo. ",POSITIVE
"normal
Cumpriu o que prometeu no prazo e no produto,recomendo com certeza e pretendo comprar outros produtos ",NEUTRAL
"normal
Nao gostei de compra essa loja ",NEUTRAL
"normal
Ótimo produto. recomendo a todos",POSITIVE
"normal
Não gostei tanto assim do produto.",NEGATIVE
"Repetindo o erro
Já enviei o aviso para cancelar o pedido, porque como da vez anterior, entregaram o modelo Carway F30 no lugar de Carvun F30, pois faço questão que tenha teleobjetivo num dos lentes",NEGATIVE
"normal
Do produto ainda é cedo para avaliação, mais a entrega foi ótima.",NEUTRAL
"normal
Apesar da entrega dentro do prazo, o tempo é longo comparando-se anoutras compras que costumo fazer via internet",NEUTRAL
"normal
Foi maravilhosa minha experiência com a loja! Chegou bem antes da data prevista, não teria como ficar mais contente. Muito obrigada 😁👍🏻",NEUTRAL
"Positivo
Muito bom",POSITIVE
"normal
produto excelente, perfeito estado, chegou muito antes da previsão, adorei, DICA: atentar porque o ilhós (onde passa o varão) é mais estreito que o normal), ficando pesada para varão fino... ",POSITIVE
"normal
Produto bom, entrega rápida e bem bonito.",POSITIVE
"Horrivel sem qualidade
Produto de qualidade muito baixa, muito fina o tecido, não tem nada a ver com ?FELPUDAS? na minha opinião se tivesse sendo vendida por 20,00 ainda seria caro, muito mal feitas!!!",NEGATIVE
"normal
Produto muito alem do esperado",NEUTRAL
"normal
Recebi o produto antes do prazo estipulado. Sempre compro neste site e nunca tive problemas.",NEUTRAL
"normal
Bom atendimento e chegou dentro do prazo

",NEUTRAL
"Produto não entregue
Produto não entregue.",NEGATIVE
"normal
produto entregue antes do tempo.o produto estava dentro do que eu esperava.",NEUTRAL
"normal
Atendeu a expectativa!",NEUTRAL
"normal
Compra e entrega sem problemas",NEUTRAL
"normal
produto ótimo, entregue dentro do prazo.",NEUTRAL
"normal
Produto excelente.
Entregue antes da data prevista. 
Adorei. Obrigada. ",POSITIVE
"normal
O produto não foi entregue no prazo informado. Porém a empresa me enviou por Sedex para que não ficasse muito longo. Sorte que eu não tinha pressa do produto. Minha avaliação fica como média",NEUTRAL
"PRODUTO NÃO ENTREGUE
Gostaria de saber pq o produto não foi entregue. Gostaria de uma solução ",NEGATIVE
"normal
meu pedido nao veio comprei dois relogio branco so veio 1",NEGATIVE
"normal
Adorei a mercadoria exatamente como descreve no anúncio e a entrega antes do prazo,recomendo.",NEUTRAL
"normal
Um pouco demorada mas tudo bem.",NEUTRAL
"super recomendado 
Excelente produto ,loja e entrega ",POSITIVE
"normal
adorei meu produto ",NEUTRAL
"Positiva
Muito bom.",POSITIVE
"Produto bom
Produto tem um bom custo beneficio.",POSITIVE
"recomendo
Sempre fui bem atendida, entregaram no prazo.
Acredito que por causa das greves dos caminhoneiros e dos petroleiros, isso afetou o atendimento aos clientes. ",POSITIVE
"normal
Entregou muitíssimo rápido... A previsão para o dia 09 de abril e entregou no dia 29 de março... Fora q fiz o pedido em aproximadamente 05 dias...",NEGATIVE
"normal
Eu adorei muito. ",NEUTRAL
"BOM
PRODUTO CHEGOU NO PRASO, MAS COMO SEMPRE, QUANDO VEM VIA CORREIO, QUE DEMORAAAAAAA",POSITIVE
"normal
O produto chegou no prazo certo.",NEUTRAL
"Nota 10
Gosto muito de comprar online pela lojas lannister sempre com um atendimento excelente nota 10.saudações. 
",POSITIVE
"normal
A entrega do produto foi correta e entregue 15 dias antes do prazo previsto.",NEUTRAL
"normal
Abri a embalagem (cx papelão) e esperava que um produto delicado como este não viria embrulahdo num papel grosseiro, (tipo embrulho de sapateiro). A tela veio com riscos ... ",NEUTRAL
"normal
Chegou conforme esperado. Obrigada ",NEUTRAL
"Ok
Okokokokokokokokokllpkoklkoklkoklklk) mkkkkkmkm kkkkkkkkkkkkkkkkkkkkk kkkkkkkmkkmmkkkkk bbbbbbnbnnnnnnnnnnn nnnnhgfdfhhdghfvgchhfbjvbhfcbj hgffgtdvhrchyfhyhbjrfhuy hhfghyfhyvjyvjugf ggfghgghffhhfvhggh",NEUTRAL
"normal
Parabéns. Chegou bem antes da data prometida. Excelente parceiro. Eu recomendo ",POSITIVE
"normal
Recebi o produto de péssima qualidade😭😭",NEGATIVE
"Recomendo
Loja ótima. Produto ainda será testado.",POSITIVE
"normal
Chegou antes do tempo!!! Adorei!!!",POSITIVE
"Excelente produto 
O prazo parecia grande porem me entregaram antes do prazo.
A única reclamação é que pagamos o frete para receber o produto em casa e para a infelicidade a transportadora contratada é os Correios,. ",POSITIVE
"normal
Produto perfeito, leve, bonito e chegou em perfeitas condições.",POSITIVE
"normal
NO MOMENTO TODAS AS COMPRAS QUE EU FAÇO É ENTREGUE DENTRO DO PRAZO PREVISTO,CONSIDERO ÓTIMO.",NEUTRAL
"recomendo
produto igual ao descrito no site - fiquei satisfeita",POSITIVE
"Relógio 
Mais de um mês para chegar",NEGATIVE
"super recomendo
Recomendo com base na minha experiência.",POSITIVE
"Péssimo 
A alça da bolsa arrebentou no segundo dia de uso. Simplesmente se desfez. Minha filha ficou atrasada!",NEGATIVE
"normal
Olá Boa tarde eu comprei foi pratos de louça nãfo de plástico. ...
Se soubesse que era de plásticos não tinha comprado..",NEUTRAL
"normal
ótimo!",NEUTRAL
"normal
Comprei 3 luminárias, recebi apenas 1(uma) e consta no pedido que recebi as 3. E agora o que eu faço? Preciso das 3 Pq é uma composição. Tô de mãos atadas.",NEUTRAL
"normal
A entrega ocorreu antes do prazo... Oque me surpreendeu muito... ",NEUTRAL
"Produto de boa qualidade
O produto de boa qualidade, entrega antes do prazo final, mas a pintura interna veio diferente da imagem do produto no site.",NEUTRAL
"Produto com defeito
Ao ligar o farol uma das lampadas da uma leve oscilada e as vezes apaga sozinha e depois acende novamente , já troquei de lado as lampadas e o problema persiste.",NEGATIVE
"normal
Comprei uma cadeira com encosto e assento em polipropileno na cor branca, com regulagem de altura e recebi um outro produto",NEUTRAL
"normal
A colcha é macia e bonita, porém, eu esperava que tivesse um tamanho um pouco maior. Mas o produto é sim muito bom.
",NEUTRAL
"normal
o produto não foi entregue, porém está pago",NEUTRAL
"normal
Produto ótimo ",NEUTRAL
"normal
Produto chegou dentro do prazo, porem, nao foi a marca que comprei, e ao utilizar essa outra marca, o produto derreteu o plastico, se deformou, quase causando um acidente eletrico. ",NEGATIVE
"amei o produto
Chegou antes do prazo! E adorei o celular é maravilhoso, eu recomendo! Já testei produto e estou apaixonada pelo desempenho. Ele é grande mais é confortável na mão.",POSITIVE
"normal
algumas informações do site do correio desencontradas diziam que o produto não havia chegado na unidade de minha cidade.",NEUTRAL
"Recomendo
Muito bom!",POSITIVE
"descrição do produto erra
a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",NEGATIVE
"normal
Adorei a mercadoria, os espelhos são como os do anúncio, a cola é super resistente, não solta da parede e vem com uma película de proteção que protege os espelhos contra arranhões. Recomendo",POSITIVE
"normal
Solicitei 5 frascos e foi entregue apenas 1 frasco
Feita a reclamação por telefone e ficaram de enviar",NEGATIVE
"normal
Indico comprar produtos por aqui",NEUTRAL
"muito boa
Recebi o produto,porém o tamanho não foi o adequado.",POSITIVE
